Data read from file:/home/alejandro/CMAQv5.5/data/POST/COMBINE_ACONC_v55_intel_CR2_BASEv01_202409.nc (layer  1)

   Note: Times have been converted to local standard


siteid,column,row,longitude,latitude,date,Time,O3_UGM3,NO_UGM3,NO2_UGM3,NH3_UGM3,CO,SO2_UGM3,TOL_UGM3,PM10,PM25_TOT,N10,N20,N40,N100
,,,degrees,degrees,YYYY-MM-DD,hh:mm:ss,ug m-3,ug m-3,ug m-3,ug m-3,ppbV,ug m-3,ug m-3,ug m-3,ug m-3,cm-3,cm-3,cm-3,cm-3
275,10,56,-47.11928,-22.94673,2024-09-04,19:00:00,29.8104,0.815315,31.0793,3.19732,253.639,0.540269,3.05455,13.7420,5.73175,3983.49,3139.85,1392.58,387.979
275,10,56,-47.11928,-22.94673,2024-09-04,20:00:00,37.7781,0.556965,31.4706,4.44117,253.740,0.642396,3.00014,12.7655,6.75084,4301.09,3534.10,1620.90,449.579
275,10,56,-47.11928,-22.94673,2024-09-04,21:00:00,31.4613,0.711462,24.2378,4.64643,206.210,0.572446,2.29083,11.9839,5.42734,3370.31,2787.45,1337.17,400.562
275,10,56,-47.11928,-22.94673,2024-09-04,22:00:00,28.7766,0.825088,21.7817,4.67301,192.159,0.526393,2.06368,15.3191,5.23323,3089.02,2526.85,1241.28,389.157
275,10,56,-47.11928,-22.94673,2024-09-04,23:00:00,25.4147,1.24632,24.4985,4.07880,214.054,0.537200,2.42630,17.7432,5.46500,3347.59,2689.25,1296.66,405.898
275,10,56,-47.11928,-22.94673,2024-09-05,00:00:00,20.8432,2.31970,29.8837,3.78793,263.362,0.537137,3.27543,18.2100,6.16943,4073.86,3320.36,1622.43,476.741
275,10,56,-47.11928,-22.94673,2024-09-05,01:00:00,17.0938,4.05534,35.3359,3.27793,319.084,0.525480,4.26567,16.6059,6.62881,4823.77,3906.76,1881.94,535.789
275,10,56,-47.11928,-22.94673,2024-09-05,02:00:00,10.1323,7.53334,43.9662,3.41183,404.781,0.599613,5.77268,16.1921,7.51063,6162.96,4962.75,2319.35,638.589
275,10,56,-47.11928,-22.94673,2024-09-05,03:00:00,9.31670,8.47404,45.2277,3.57416,422.333,0.614290,6.07426,16.0361,7.68998,6460.34,5215.21,2430.70,665.484
275,10,56,-47.11928,-22.94673,2024-09-05,04:00:00,9.15530,8.77376,45.5493,3.79737,425.965,0.622898,6.14540,16.4389,7.81137,6568.59,5299.13,2471.91,677.408
275,10,56,-47.11928,-22.94673,2024-09-05,05:00:00,8.78559,8.87739,46.1421,4.17613,429.621,0.643695,6.20549,16.9827,7.95985,6687.32,5381.85,2507.90,686.783
275,10,56,-47.11928,-22.94673,2024-09-05,06:00:00,11.9178,8.50989,42.7957,4.19724,406.984,0.622225,5.81186,16.4995,7.66586,6319.38,5115.58,2397.13,656.192
275,10,56,-47.11928,-22.94673,2024-09-05,07:00:00,23.8726,12.2030,30.7311,3.74424,370.768,0.564802,5.14468,14.9688,7.22204,5680.52,4640.75,2225.76,605.805
275,10,56,-47.11928,-22.94673,2024-09-05,08:00:00,30.0052,14.4516,26.2004,3.50503,367.735,0.576003,4.99073,14.3761,7.45076,5682.32,4639.42,2252.62,613.778
275,10,56,-47.11928,-22.94673,2024-09-05,09:00:00,41.7834,8.81350,17.9669,2.58821,269.592,0.481957,3.19739,15.2056,6.85213,4264.51,3515.04,1767.17,511.918
